Data Base,Taxa Compra Manha,Taxa Venda Manha,PU Compra Manha,PU Venda Manha,PU Base Manha
2022-07-08,6.07,6.19,1043.89,1016.43,1016.43
2022-07-19,6.22,6.34,1012.39,986.68,986.68
2022-07-07,6.03,6.15,1052.43,1025.17,1025.17
2022-08-19,5.85,5.97,1094.78,1067.02,1067.02
2022-08-26,5.8,5.92,1106.72,1078.78,1078.78
2022-07-28,6.24,6.36,1007.77,982.23,982.23
2022-08-15,5.82,5.94,1101.33,1073.23,1073.23
2022-08-30,5.92,6.04,1078.95,1051.52,1051.52
2022-06-09,5.69,5.81,1120.47,1091.38,1091.38
2022-07-05,5.98,6.1,1062.79,1035.24,1035.24
2022-07-18,6.07,6.19,1045.43,1018.84,1018.84
2022-06-14,5.7,5.82,1119.64,1090.58,1090.58
2022-06-28,5.9,6.02,1078.17,1050.18,1050.18
2022-07-29,6.22,6.34,1011.68,986.46,986.46
2022-06-29,5.91,6.03,1076.36,1048.43,1048.43
2022-06-24,5.75,5.87,1112.16,1082.82,1082.82
2022-06-30,5.89,6.01,1081.51,1053.44,1053.44
2022-07-25,6.15,6.27,1027.4,1001.31,1001.31
2022-06-10,5.67,5.79,1126.08,1096.51,1096.51
2022-06-13,5.77,5.89,1102.42,1073.82,1073.82
2022-06-08,5.81,5.93,1092.43,1064.04,1064.04
2022-07-04,5.94,6.06,1071.46,1043.68,1043.68
2022-06-15,5.74,5.86,1110.72,1081.61,1081.61
2022-06-23,5.75,5.87,1111.21,1082.34,1082.34
2022-08-02,6.19,6.31,1018.25,992.44,992.44
2022-06-17,5.71,5.83,1118.9,1089.35,1089.35
2022-06-22,5.72,5.84,1117.94,1088.89,1088.89
2022-07-06,6.01,6.13,1056.45,1029.08,1029.08
2022-07-01,5.86,5.98,1089.56,1060.76,1060.76
2022-08-23,5.86,5.98,1092.77,1064.92,1064.92
2022-09-01,5.93,6.05,1076.91,1049.54,1049.54
2022-08-18,5.77,5.89,1113.69,1085.28,1085.28
2022-09-20,5.82,5.94,1103.36,1075.29,1075.29
2022-09-16,5.88,6.0,1088.93,1061.31,1061.31
2022-09-19,5.91,6.03,1082.19,1054.67,1054.67
2022-09-09,5.73,5.85,1123.68,1095.37,1095.37
2022-09-05,5.79,5.91,1109.63,1081.42,1081.42
2022-09-22,5.71,5.83,1129.98,1101.21,1101.21
2022-09-12,5.76,5.88,1116.61,1088.25,1088.25
2022-08-05,5.95,6.07,1071.52,1044.77,1044.77
2022-09-13,5.85,5.97,1095.48,1067.67,1067.67
2022-08-01,6.21,6.33,1013.88,988.18,988.18
2022-08-08,5.93,6.05,1076.14,1048.83,1048.83
2022-07-26,6.19,6.31,1018.68,992.82,992.82
2020-05-11,4.52,4.64,1097.12,1066.18,1066.1
2020-05-12,4.43,4.55,1121.02,1089.38,1089.3
2020-06-29,4.13,4.25,1207.54,1173.54,1173.24
2020-07-15,3.73,3.85,1332.67,1295.07,1294.67
2020-02-10,3.31,3.43,1454.39,1412.51,1412.22
2019-11-19,3.19,3.31,1461.28,1418.78,1418.04
2020-03-27,4.46,4.58,1110.47,1079.0,1078.69
2019-11-21,3.22,3.34,1450.91,1408.73,1408.36
2019-11-28,3.41,3.53,1387.06,1346.85,1346.47
2020-02-18,3.24,3.36,1481.23,1438.58,1438.32
2019-12-02,3.37,3.49,1401.89,1361.25,1360.87
2019-12-27,3.41,3.53,1402.19,1361.66,1360.1
2020-03-20,4.83,4.95,1015.17,986.47,986.18
2020-01-09,3.4,3.52,1412.34,1371.57,1370.91
2019-12-16,3.19,3.31,1471.59,1428.91,1428.37
2020-01-07,3.42,3.54,1404.14,1363.59,1362.94
2020-01-14,3.44,3.56,1402.92,1362.45,1361.76
2020-02-27,3.42,3.54,1419.37,1378.6,1378.34
2020-01-13,3.39,3.51,1419.44,1378.47,1377.77
2020-01-15,3.35,3.47,1434.44,1393.03,1392.69
2019-11-18,3.15,3.27,1474.98,1432.06,1431.68
2019-12-05,3.36,3.48,1406.48,1365.71,1365.34
2019-12-17,3.26,3.38,1447.09,1405.15,1404.62
2019-12-19,3.4,3.52,1399.36,1358.88,1358.35
2020-02-21,3.26,3.38,1475.14,1432.7,1432.15
2020-03-17,4.1,4.22,1208.7,1174.28,1174.04
2020-03-18,4.46,4.58,1108.7,1077.24,1077.01
2019-12-23,3.45,3.57,1386.3,1346.23,1344.5
2020-07-06,3.83,3.95,1298.89,1262.24,1261.93
2020-07-07,3.87,3.99,1286.86,1250.57,1250.27
2020-07-08,3.91,4.03,1274.95,1239.02,1238.71
2020-04-28,4.54,4.66,1093.21,1062.34,1062.16
2020-07-29,3.5,3.62,1412.15,1372.29,1371.93
2020-04-29,4.27,4.39,1165.3,1132.32,1132.21
2020-04-30,4.25,4.37,1170.76,1137.62,1137.75
2020-07-21,3.63,3.75,1366.98,1328.41,1328.0
2020-05-20,4.42,4.54,1123.82,1092.12,1092.06
2020-05-21,4.4,4.52,1129.25,1097.4,1097.34
2020-05-04,4.41,4.53,1126.91,1095.07,1094.95
2020-05-29,4.22,4.34,1178.06,1144.81,1145.12
2020-07-13,3.72,3.84,1335.13,1297.45,1297.15
2020-07-23,3.6,3.72,1377.65,1338.77,1338.36
2020-07-22,3.6,3.72,1377.23,1338.36,1337.95
2020-07-14,3.76,3.88,1322.75,1285.44,1285.14
2020-07-24,3.55,3.67,1395.07,1355.69,1354.83
2020-04-23,4.14,4.26,1202.5,1168.41,1168.23
2020-04-24,4.32,4.44,1151.88,1119.29,1119.14
2020-07-10,3.79,3.91,1312.71,1275.68,1275.16
2020-05-05,4.24,4.36,1173.79,1140.57,1140.46
2020-04-09,4.64,4.76,1065.46,1035.36,1035.08
2020-06-08,4.09,4.21,1214.96,1180.66,1180.64
2020-07-09,3.88,4.0,1284.41,1248.21,1247.9
2019-12-30,3.38,3.5,1414.32,1373.44,1371.68
2020-01-03,3.39,3.51,1413.14,1372.31,1370.74
2020-02-06,3.27,3.39,1469.06,1426.72,1426.39
2019-12-20,3.47,3.59,1376.82,1337.02,1335.83
2020-01-10,3.41,3.53,1411.81,1371.06,1369.36
2020-01-20,3.44,3.56,1404.59,1364.1,1363.76
2020-01-28,3.43,3.55,1410.27,1369.64,1369.31
2020-02-26,3.32,3.44,1454.03,1412.22,1411.96
2020-02-11,3.25,3.37,1476.1,1433.58,1433.29
2020-03-03,3.31,3.43,1458.77,1416.86,1416.59
2020-01-31,3.37,3.49,1432.35,1391.08,1390.47
2020-02-03,3.38,3.5,1429.2,1388.04,1387.7
2020-04-06,4.65,4.77,1062.52,1032.48,1032.26
2020-03-04,3.29,3.41,1466.15,1424.02,1423.76
2019-11-29,3.32,3.44,1418.82,1377.65,1376.89
2020-03-30,4.36,4.48,1137.66,1105.39,1105.16
2020-03-10,3.69,3.81,1331.71,1293.62,1293.36
2019-11-27,3.32,3.44,1417.66,1376.51,1376.14
2019-12-03,3.34,3.46,1412.64,1371.67,1371.29
2020-03-31,4.45,4.57,1113.6,1082.04,1081.82
2019-11-26,3.32,3.44,1417.28,1376.14,1375.76
2019-12-13,3.19,3.31,1471.04,1428.37,1427.35
2020-04-01,4.56,4.68,1084.87,1054.16,1053.94
2019-12-04,3.34,3.46,1413.01,1372.04,1371.67
2020-03-16,4.35,4.47,1137.9,1105.57,1105.34
2019-12-10,3.33,3.45,1422.82,1381.58,1381.04
2019-12-06,3.34,3.46,1415.19,1374.17,1373.28
2019-12-18,3.36,3.48,1412.59,1371.7,1371.18
2020-04-03,4.65,4.77,1062.29,1032.26,1031.96
2019-11-25,3.2,3.32,1459.31,1416.9,1416.51
2020-04-07,4.61,4.73,1072.96,1042.63,1042.4
2019-12-26,3.43,3.55,1393.75,1353.47,1352.83
2020-02-19,3.24,3.36,1481.49,1438.84,1438.58
2020-02-20,3.19,3.31,1499.9,1456.71,1456.45
2020-01-22,3.49,3.61,1388.26,1348.27,1347.93
2020-02-05,3.33,3.45,1447.39,1405.7,1405.37
2020-02-28,3.39,3.51,1430.16,1389.08,1388.68
2020-02-07,3.31,3.43,1454.11,1412.22,1411.75
2020-01-23,3.46,3.58,1398.79,1358.49,1358.15
2020-03-02,3.29,3.41,1465.62,1423.49,1423.23
2020-03-05,3.31,3.43,1459.3,1417.38,1417.12
2020-03-12,4.78,4.9,1025.77,996.73,996.46
2020-03-13,4.17,4.29,1188.02,1154.2,1153.77
2020-01-24,3.43,3.55,1409.6,1368.98,1368.37
2020-01-27,3.43,3.55,1409.93,1369.31,1368.98
2020-01-16,3.41,3.53,1413.92,1373.13,1372.79
2020-03-06,3.49,3.61,1397.3,1357.24,1356.84
2020-03-19,4.73,4.85,1039.44,1010.03,1009.8
2020-02-17,3.21,3.33,1491.83,1448.86,1448.6
2020-01-29,3.37,3.49,1431.38,1390.13,1389.8
2020-01-30,3.36,3.48,1435.21,1393.86,1393.52
2020-03-09,3.51,3.63,1390.8,1350.94,1350.68
2020-03-11,3.6,3.72,1362.53,1323.53,1323.22
2020-01-17,3.43,3.55,1407.68,1367.09,1366.45
2020-01-21,3.49,3.61,1387.91,1347.93,1347.59
2020-02-04,3.37,3.49,1433.02,1391.75,1391.42
2021-05-20,4.21,4.33,1317.08,1281.33,1280.83
2021-06-24,4.17,4.29,1346.17,1309.76,1309.3
2021-06-22,4.23,4.35,1326.9,1291.03,1290.57
2021-06-28,4.2,4.32,1338.53,1302.35,1301.88
2021-04-05,4.08,4.2,1341.55,1304.9,1304.25
2021-04-28,3.98,4.1,1380.81,1343.15,1342.81
2021-05-13,4.17,4.29,1326.22,1290.18,1289.83
2021-05-26,4.24,4.36,1310.73,1275.19,1274.68
2021-06-04,4.11,4.23,1355.09,1318.34,1317.22
2021-05-05,4.2,4.32,1314.55,1278.81,1278.47
2021-05-07,4.26,4.38,1297.48,1262.23,1261.65
2021-07-08,4.1,4.22,1374.27,1337.14,1335.76
2021-07-26,4.12,4.24,1376.07,1338.97,1338.35
2021-07-21,4.08,4.2,1385.47,1348.09,1347.53
2021-06-23,4.2,4.32,1336.5,1300.36,1299.9
2021-06-08,4.07,4.19,1368.63,1331.51,1330.99
2021-06-09,4.06,4.18,1373.68,1336.42,1335.85
2021-04-16,4.12,4.24,1334.37,1297.99,1297.27
2021-07-02,4.13,4.25,1362.56,1325.73,1324.75
2021-07-27,4.19,4.31,1354.92,1318.42,1317.81
2021-07-06,4.12,4.24,1366.64,1329.71,1329.24
2021-06-25,4.13,4.25,1359.52,1322.74,1321.78
2021-04-23,4.08,4.2,1348.82,1312.05,1311.33
2021-04-01,4.06,4.18,1347.09,1310.28,1308.32
2021-07-19,4.12,4.24,1371.76,1334.75,1334.2
2021-06-15,4.1,4.22,1364.08,1327.12,1326.66
2021-07-05,4.11,4.23,1369.29,1332.27,1331.8
2021-06-29,4.1,4.22,1369.96,1332.9,1332.42
2021-06-17,4.03,4.15,1387.08,1349.49,1349.02
2021-06-18,4.17,4.29,1344.3,1307.92,1306.97
2021-07-12,4.2,4.32,1343.71,1307.46,1307.01
2021-03-22,3.99,4.11,1360.89,1323.63,1323.04
2021-07-22,4.1,4.22,1379.73,1342.52,1341.96
2021-04-08,4.08,4.2,1343.53,1306.85,1306.2
2021-06-30,4.14,4.26,1357.97,1321.26,1320.78
2021-07-23,4.11,4.23,1377.85,1340.69,1339.46
2021-04-19,4.1,4.22,1340.93,1304.37,1303.98
2021-06-10,4.08,4.2,1367.97,1330.88,1330.31
2021-06-11,4.1,4.22,1363.02,1326.09,1324.81
2021-05-12,4.17,4.29,1325.87,1289.83,1289.48
2021-07-16,4.1,4.22,1377.47,1340.29,1339.06
2021-04-07,4.12,4.24,1330.53,1294.21,1293.56
2021-03-31,4.07,4.19,1341.98,1305.31,1304.66
2021-04-15,4.18,4.3,1315.33,1279.48,1279.1
2021-05-04,4.08,4.2,1351.0,1314.21,1313.87
2021-05-21,4.21,4.33,1318.18,1282.41,1281.33
2021-06-07,4.06,4.18,1371.25,1334.04,1333.52
2021-04-12,4.1,4.22,1338.19,1301.67,1301.07
2021-04-26,4.07,4.19,1352.32,1315.46,1315.07
2021-05-11,4.2,4.32,1316.41,1280.64,1280.29
2021-06-21,4.19,4.31,1338.63,1302.41,1301.95
2021-05-03,4.13,4.25,1335.2,1298.85,1298.51
2021-05-10,4.19,4.31,1318.86,1283.01,1282.67
2021-05-17,4.22,4.34,1312.53,1276.89,1276.39
2022-08-24,5.8,5.92,1107.05,1078.84,1078.84
2022-07-14,6.22,6.34,1012.69,986.54,986.54
2022-07-27,6.29,6.41,997.03,971.76,971.76
2022-03-16,5.85,5.97,1036.58,1009.28,1009.28
2022-03-07,5.88,6.0,1024.45,997.41,997.41
2022-03-14,5.9,6.02,1024.25,997.22,997.22
2022-04-01,5.46,5.58,1140.29,1109.19,1109.19
2022-02-23,5.73,5.85,1052.78,1024.95,1024.95
2022-03-29,5.39,5.51,1154.77,1124.17,1124.17
2022-03-15,5.83,5.95,1040.56,1013.14,1013.14
2022-02-08,5.54,5.66,1090.78,1062.0,1062.0
2022-03-17,5.86,5.98,1034.86,1007.62,1007.62
2022-02-09,5.52,5.64,1095.91,1067.0,1067.0
2022-02-22,5.67,5.79,1066.13,1037.93,1037.93
2022-06-07,5.79,5.91,1096.71,1068.2,1068.2
2022-04-26,5.61,5.73,1119.27,1089.92,1089.92
2022-03-24,5.63,5.75,1091.63,1062.86,1062.86
2022-02-15,5.63,5.75,1071.96,1043.58,1043.58
2022-04-25,5.63,5.75,1113.88,1084.68,1084.68
2022-05-26,5.74,5.86,1104.14,1075.39,1075.39
2022-04-08,5.42,5.54,1158.19,1126.26,1126.26
2022-05-27,5.69,5.81,1117.05,1087.54,1087.54
2022-02-07,5.56,5.68,1085.57,1056.92,1056.92
2022-06-02,5.75,5.87,1104.44,1075.71,1075.71
2022-04-11,5.51,5.63,1136.49,1106.33,1106.33
2022-02-18,5.65,5.77,1069.66,1040.7,1040.7
2022-03-11,5.78,5.9,1050.81,1022.31,1022.31
2022-05-12,5.84,5.96,1074.87,1046.69,1046.69
2022-02-14,5.66,5.78,1064.37,1036.33,1036.33
2022-05-13,5.76,5.88,1094.84,1065.6,1065.6
2022-06-06,5.73,5.85,1110.57,1081.68,1081.68
2022-05-18,5.63,5.75,1127.39,1098.03,1098.03
2022-04-06,5.46,5.58,1142.41,1112.19,1112.19
2022-05-19,5.62,5.74,1130.25,1100.82,1100.82
2022-03-28,5.37,5.49,1159.11,1128.39,1128.39
2022-07-20,6.26,6.38,1003.79,978.31,978.31
2022-08-04,6.14,6.26,1029.24,1003.15,1003.15
2022-07-21,6.21,6.33,1014.63,988.87,988.87
2022-06-21,5.67,5.79,1129.59,1100.22,1100.22
2022-08-16,5.7,5.82,1130.19,1101.33,1101.33
2022-08-09,5.85,5.97,1094.58,1066.79,1066.79
2022-07-11,6.27,6.39,1000.51,974.67,974.67
2022-07-13,6.18,6.3,1020.94,994.57,994.57
2022-08-10,5.89,6.01,1085.24,1057.7,1057.7
2022-08-22,5.85,5.97,1094.94,1067.03,1067.03
2022-08-29,5.87,5.99,1090.4,1062.67,1062.67
2022-08-11,5.83,5.95,1099.29,1071.39,1071.39
2022-08-12,5.89,6.01,1084.78,1057.73,1057.73
2022-08-31,5.92,6.04,1079.08,1051.65,1051.65
2022-02-10,5.63,5.75,1070.18,1041.98,1041.98
2022-03-30,5.47,5.59,1135.45,1105.39,1105.39
2022-04-07,5.4,5.52,1158.2,1127.55,1127.55
2021-06-16,4.14,4.26,1352.11,1315.5,1315.04
2021-04-27,3.96,4.08,1387.45,1349.59,1349.21
2021-04-30,3.97,4.09,1384.96,1347.2,1346.6
2021-07-14,4.17,4.29,1353.86,1317.33,1316.88
2021-11-16,5.15,5.27,1150.57,1119.65,1119.65
2021-09-16,4.66,4.78,1244.17,1210.38,1210.38
2021-10-15,5.03,5.15,1162.65,1130.88,1130.88
2021-12-10,5.08,5.2,1182.42,1150.01,1150.01
2022-01-12,5.68,5.8,1048.22,1020.45,1020.45
2022-01-25,5.59,5.71,1073.49,1045.17,1045.17
2022-02-11,5.63,5.75,1070.97,1042.39,1042.39
2022-02-04,5.56,5.68,1085.14,1056.13,1056.13
2021-04-13,4.12,4.24,1332.64,1296.29,1295.69
2021-06-14,4.15,4.27,1348.08,1311.57,1311.0
2021-03-25,4.26,4.38,1280.26,1245.31,1244.75
2021-05-31,4.18,4.3,1331.05,1294.95,1294.44
2021-08-04,4.25,4.37,1341.07,1305.0,1304.39
2021-09-30,4.88,5.0,1193.29,1160.9,1160.9
2021-11-03,5.58,5.7,1037.16,1009.34,1009.34
2021-12-03,5.13,5.25,1166.67,1134.53,1134.53
2021-12-21,5.13,5.25,1173.54,1142.25,1142.25
2022-01-21,5.69,5.81,1049.39,1021.41,1021.41
2022-01-06,5.47,5.59,1094.5,1065.47,1065.47
2022-01-13,5.69,5.81,1046.39,1018.68,1018.68
2022-02-16,5.53,5.65,1096.32,1067.27,1067.27
2022-05-17,5.59,5.71,1136.81,1107.18,1107.18
2022-04-18,5.67,5.79,1101.32,1072.43,1072.43
2021-07-20,4.08,4.2,1384.9,1347.53,1346.97
2021-04-14,4.18,4.3,1314.94,1279.1,1278.5
2021-04-22,4.17,4.29,1320.41,1284.45,1284.07
2021-03-30,4.0,4.12,1363.2,1325.92,1325.26
2021-10-01,4.93,5.05,1181.64,1148.65,1148.65
2021-12-06,5.15,5.27,1162.15,1130.95,1130.95
2021-10-05,4.92,5.04,1185.72,1153.55,1153.55
2022-01-26,5.59,5.71,1073.88,1045.55,1045.55
2022-01-05,5.31,5.43,1133.4,1103.3,1103.3
2021-12-30,5.18,5.3,1165.07,1133.17,1133.17
2022-01-17,5.63,5.75,1061.48,1033.45,1033.45
2022-05-05,5.63,5.75,1120.04,1090.65,1090.65
2022-04-13,5.58,5.7,1120.92,1091.2,1091.2
2022-03-09,5.79,5.91,1045.96,1018.34,1018.34
2021-07-13,4.2,4.32,1344.17,1307.91,1307.46
2021-03-24,4.06,4.18,1340.2,1303.54,1302.96
2021-07-15,4.2,4.32,1345.18,1308.91,1308.36
2021-11-29,5.2,5.32,1145.28,1114.52,1114.52
2021-08-20,4.88,5.0,1170.76,1139.52,1138.69
2021-12-01,5.06,5.18,1182.82,1151.03,1151.03
2021-08-12,4.52,4.64,1266.03,1232.1,1231.5
2021-12-08,5.14,5.26,1166.03,1134.74,1134.74
2022-01-24,5.62,5.74,1066.05,1037.92,1037.92
2021-12-14,4.96,5.08,1215.63,1183.03,1183.03
2022-04-20,5.6,5.72,1119.56,1089.92,1089.92
2022-04-28,5.64,5.76,1113.96,1084.7,1084.7
2022-05-10,5.73,5.85,1098.41,1069.63,1069.63
2021-05-14,4.17,4.29,1327.17,1291.11,1290.18
2021-05-19,4.3,4.42,1289.67,1254.69,1254.19
2021-03-19,3.82,3.94,1414.94,1376.13,1374.75
2021-03-29,4.09,4.21,1334.48,1298.0,1297.36
2021-12-07,5.18,5.3,1155.07,1124.08,1124.08
2021-08-18,4.77,4.89,1198.89,1166.85,1166.42
2021-09-17,4.73,4.85,1226.14,1192.08,1192.08
2021-12-22,5.12,5.24,1176.65,1145.27,1145.27
2021-12-20,5.24,5.36,1144.78,1114.28,1114.28
2022-02-01,5.56,5.68,1083.49,1054.88,1054.88
2022-05-09,5.78,5.9,1085.98,1057.53,1057.53
2022-04-29,5.62,5.74,1120.11,1090.01,1090.01
2022-04-05,5.37,5.49,1164.38,1133.54,1133.54
2022-04-12,5.58,5.7,1120.09,1090.39,1090.39
2021-11-01,5.41,5.53,1076.53,1047.26,1047.26
2021-08-03,4.4,4.52,1295.54,1260.74,1260.14
2021-10-25,5.39,5.51,1076.1,1047.27,1047.27
2021-11-22,5.2,5.32,1141.0,1110.36,1110.36
2021-07-30,4.25,4.37,1339.21,1303.17,1301.78
2021-09-24,4.86,4.98,1194.67,1161.54,1161.54
2021-12-27,5.17,5.29,1165.32,1134.3,1134.3
2022-01-19,5.66,5.78,1055.26,1027.41,1027.41
2022-01-03,5.24,5.36,1150.16,1119.58,1119.58
2021-12-28,5.15,5.27,1170.97,1139.8,1139.8
2022-03-21,5.78,5.9,1054.83,1027.04,1027.04
2022-03-08,5.87,5.99,1027.27,1000.16,1000.16
2022-02-17,5.58,5.7,1084.94,1056.21,1056.21
2022-03-31,5.44,5.56,1143.63,1113.35,1113.35
2021-08-09,4.43,4.55,1289.94,1255.32,1254.72
2021-09-20,4.82,4.94,1202.18,1169.59,1169.59
2021-10-26,5.48,5.6,1055.21,1026.97,1026.97
2021-10-13,4.96,5.08,1179.31,1147.38,1147.38
2021-10-19,5.23,5.35,1112.77,1082.9,1082.9
2021-12-02,5.23,5.35,1139.58,1109.0,1109.0
2021-10-08,4.92,5.04,1188.1,1155.03,1155.03
2021-09-14,4.7,4.82,1231.76,1198.36,1198.36
2022-01-11,5.65,5.77,1054.69,1026.74,1026.74
